NOTICE:  Player ID: 327, Name: Pascale Lambert, Total Points: 28
NOTICE:  Player ID: 349, Name: Timothy Osborne, Total Points: 4
NOTICE:  Player ID: 320, Name: Samantha Mccann, Total Points: 22
NOTICE:  Player ID: 103, Name: Fredericka Sharp, Total Points: 3
NOTICE:  Player ID: 281, Name: Wang Castillo, Total Points: 3
NOTICE:  Player ID: 19, Name: Kameko Irwin, Total Points: 4
NOTICE:  Player ID: 356, Name: Jamie Bird, Total Points: 19
NOTICE:  Player ID: 16, Name: Amy Lowe, Total Points: 5
NOTICE:  Player ID: 18, Name: Joshua Evans, Total Points: 6
NOTICE:  Player ID: 24, Name: Bobby Moses, Total Points: 23
NOTICE:  Player ID: 180, Name: August Buckley, Total Points: 8
NOTICE:  Player ID: 391, Name: Deborah Porter, Total Points: 20
NOTICE:  Player ID: 153, Name: Joseph Glass, Total Points: 0
NOTICE:  Player ID: 260, Name: Hu Farley, Total Points: 11
NOTICE:  Player ID: 230, Name: Michael Ellis, Total Points: 13
NOTICE:  Player ID: 262, Name: Marvin Wells, Total Points: 29
NOTICE:  Player ID: 181, Name: Joshua Evans, Total Points: 12
DO

Query returned successfully in 77 msec.
